
              1.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.980200000,              0.198010000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.960790000,              0.194099500,              0.198009999,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.941760000,              0.190277501,              0.194099499,              0.198009998,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.923120000,              0.186443998,              0.190277503,              0.194099505,              0.198009987,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.904840000,              0.182798000,              0.186443998,              0.190277504,              0.194099509,              0.198009982,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.886920000,              0.179188001,              0.182797999,              0.186443998,              0.190277512,              0.194099502,              0.198009982,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.869360000,              0.175614000,              0.179188001,              0.182798002,              0.186443996,              0.190277511,              0.194099503,              0.198009980,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.852140000,              0.172175001,              0.175613998,              0.179188000,              0.182798014,              0.186443986,              0.190277510,              0.194099506,              0.198009976,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.835270000,              0.168720499,              0.172175002,              0.175614001,              0.179187996,              0.182798014,              0.186443988,              0.190277507,              0.194099511,              0.198009971,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.818730000,              0.165400000,              0.168720499,              0.172175003,              0.175614005,              0.179187992,              0.182798015,              0.186443988,              0.190277508,              0.194099511,              0.198009970,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.802520000,              0.162112500,              0.165400001,              0.168720501,              0.172175002,              0.175614003,              0.179187993,              0.182798013,              0.186443991,              0.190277505,              0.194099511,              0.198009970,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.786630000,              0.158907500,              0.162112500,              0.165400003,              0.168720502,              0.172175000,              0.175614004,              0.179187992,              0.182798016,              0.186443989,              0.190277505,              0.194099511,              0.198009970,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.771050000,              0.155784001,              0.158907499,              0.162112499,              0.165400011,              0.168720494,              0.172175000,              0.175614006,              0.179187990,              0.182798019,              0.186443986,              0.190277506,              0.194099511,              0.198009968,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.755780000,              0.152691501,              0.155784000,              0.158907499,              0.162112505,              0.165400005,              0.168720494,              0.172175001,              0.175614006,              0.179187991,              0.182798017,              0.186443987,              0.190277506,              0.194099510,              0.198009968,              0.000000000,              0.000000000,              0.000000000,              0.000000000,              0.000000000
              0.740820000,              0.149629999,              0.152691502,              0.155784005,              0.158907492,              0.162112508,              0.165400007,              0.168720491,              0.172175008,              0.175613998,              0.179187994,              0.182798015,              0.186443988,              0.190277510,              0.194099509,              0.198009965,              0.000000000,              0.000000000,              0.000000000,              0.000000000
